title,description,author,date,link
China cements rare earths dominance with merger to create new global giant,"The country controls most of the world’s mined output of rare earths, a broad group of 17 elements that are used in everything from smartphones to fighter jets.",,2021-12-23T14:33:34+09:00,https://www.japantimes.co.jp/news/2021/12/23/business/china-rare-earths-dominance-merger/
Tailored loans support restoration of Kyoto's historic townhouses,"For generations, artisans and merchants in Kyoto lived in thousands of traditional machiya townhouses that are steadily disappearing or falling into disrep",Lisa Twaronite,2016-09-01T11:24:20+09:00,https://www.japantimes.co.jp/news/2016/09/01/business/tailored-loans-support-restoration-kyotos-historic-townhouses/
Marshall Islands grapple with consequences of superpowers' actions,Lingering damage from nuclear weapons testing and the growing threat from climate change are the two main problems facing the Pacific island nation.,No Author,2022-02-28T17:33:01+09:00,https://www.japantimes.co.jp/news/2022/02/28/national/marshall-islands-superpower-problems/
"Hiroshima, Nagasaki issue invitations to U.S. President-elect Trump","The mayors of Hiroshima and Nagasaki, which were devastated by U.S. atomic bombs during World War II, have called on U.S. President-elect Donald Trump to v",No Author,2016-11-10T05:45:46+09:00,https://www.japantimes.co.jp/news/2016/11/10/national/hiroshima-nagasaki-call-president-elect-trump-visit-sites-atomic-bombings/
"Takata, Nissan officials face prosecution over Shizuoka air bag accident",Safety officials at Takata Corp. and Nissan Motor Co. will be referred to prosecutors on suspicion of professional negligence resulting in injury after a r,No Author,2017-06-15T19:14:59+09:00,https://www.japantimes.co.jp/news/2017/06/15/business/takata-nissan-officials-face-prosecutors-shizuoka-air-bag-accident/
"With help from AI, Japanese students colorize Hiroshima photos taken before A-bomb","With technology powered by artificial intelligence, high school students are colorizing black and white photos of Hiroshima taken before the atomic bombing",No Author,2018-06-21T13:40:06+09:00,https://www.japantimes.co.jp/news/2018/06/21/national/help-ai-japanese-students-colorize-hiroshima-photos-taken-bomb/
"Seized Iranian supertanker was full to capacity with crude, Gibraltar says","Tests have shown a supertanker seized in Gibraltar last week was fully loaded with crude oil, the government of the British territory said on Monday. Briti",No Author,2019-07-09T05:18:41+09:00,https://www.japantimes.co.jp/news/2019/07/09/world/seized-iranian-supertanker-full-capacity-crude-gibraltar/
Helicopters and high-speed chases: Inside Texas’ push to arrest migrants,"For several months, Texas has been engaged in an effort to repurpose the tools of state law enforcement to stem the sudden increase of people crossing illegally into the country.",J. David Goodman,2021-12-16T15:52:40+09:00,https://www.japantimes.co.jp/news/2021/12/16/world/texas-migrants/
"COVID-19 tracker: Japan logs 72,646 new cases, down by nearly 8,000 from last week",There were 235 new COVID-19 deaths across the country as concerns linger over the strain placed on the health care system.,No Author,2022-03-02T17:37:29+09:00,https://www.japantimes.co.jp/news/2022/03/02/national/covid19-tracker-march-3/
"Wide gap remains between Japanese and South Koreans over wartime labor issue, poll shows",Japanese and South Koreans have vastly different views on rulings last year by the South Korean Supreme Court ordering Japanese companies to compensate war,No Author,2019-06-12T21:51:44+09:00,https://www.japantimes.co.jp/news/2019/06/12/national/japanese-south-koreans-odds-wartime-labor-issue-poll-shows/
Japanese team developing AI-based system to forecast chance of tsunami and scale of damage,"Drawing lessons from one of the worst disasters in the nation's history, a team of Japanese researchers is developing an artificial intelligence-based tsun",Magdalena Osumi,2019-08-16T18:10:08+09:00,https://www.japantimes.co.jp/news/2019/08/16/national/japanese-team-developing-ai-based-system-forecast-chance-tsunami-scale-damage/
"Inventor of the mouse, Doug Engelbart, dies","Doug Engelbart, a computer science visionary who was credited with inventing the mouse, the now-ubiquitous device that first allowed people to navigate vir",No Author,2013-07-04T22:05:45+09:00,https://www.japantimes.co.jp/news/2013/07/04/business/tech/inventor-of-the-mouse-doug-engelbart-dies/
Searching for a soulmate? There's an app for that,"Will you ever find the One? Maybe not but at least you increase your chances with an app that knows what you're looking for, and where you are.",Sandra Barron,2012-02-10T10:44:40+09:00,https://www.japantimes.co.jp/news/2012/02/10/national/media-national/searching-for-a-soulmate-theres-an-app-for-that/
"Japan's proposed new visa system to woo foreign workers a major shift, yet challenges abound","The envisaged creation of a new visa program for foreign workers may help ease shortages, but the obstacles to opening up Japan’s labor market are manifold.",Noriyuki Suzuki,2018-11-03T18:56:05+09:00,https://www.japantimes.co.jp/news/2018/11/03/national/new-system-woo-foreign-workers-marks-major-shift-japan-challenges-abound/
"850,000 celebrate entry into workforce","More than 850,000 recruits nationwide marked their first day of work Monday in an improving job market stemming from economic growth and the looming massiv",No Author,2007-04-03T09:01:14+09:00,https://www.japantimes.co.jp/news/2007/04/03/business/850000-celebrate-entry-into-workforce/
"Seven & I welcomes 1,071 new employees","Retail giant Seven & I Holdings Co. welcomed 1,071 new recruits at a ceremony Thursday for those entering its 21 units including Seven-Eleven Japan Co.",No Author,2018-03-22T18:56:35+09:00,https://www.japantimes.co.jp/news/2018/03/22/business/corporate-business/seven-welcomes-1071-new-employees/
Five facing imprisonment over fatal crush on Akashi overpass,"Prosecutors demanded prison terms Thursday for five people charged with negligence over a fatal crush on an overcrowded pedestrian overpass in Akashi, Hyog",No Author,2004-07-30T09:01:43+09:00,https://www.japantimes.co.jp/news/2004/07/30/national/five-facing-imprisonment-over-fatal-crush-on-akashi-overpass/
U.S. envoy to convey wishes of abductees' kin to Trump ahead of summit with Abe,"The issue is a top domestic priority for Abe, but Tokyo worries it could take a back seat to nuclear and missile issues.",No Author,2018-04-10T20:26:38+09:00,https://www.japantimes.co.jp/news/2018/04/10/national/u-s-envoy-convey-wishes-abductees-kin-trump-ahead-summit-abe/
Life expectancy of Japanese women and men continues to rise in 2018,Japanese women and men retained second and third place in their respective rankings for average life expectancy around the world in 2018.,No Author,2019-07-30T18:40:54+09:00,https://www.japantimes.co.jp/news/2019/07/30/national/life-expectancy-japanese-women-men-continues-rise-2018/
"Want to live forever? Theoretically, you can, study says.","Humans can probably live to at least 130, and possibly well beyond, though the chances of reaching such advanced ages remain vanishingly small, according t",,2021-09-29T11:52:58+09:00,https://www.japantimes.co.jp/news/2021/09/29/world/science-health-world/humans-live-forever/
Japan and Tepco again ordered to pay damages to Fukushima nuclear disaster evacuees,A court orders the state and the operator of the crippled Fukushima nuclear plant to pay a combined ¥419 million in damages to evacuees from the 2011 nuclear disaster.,No Author,2019-02-20T18:27:53+09:00,https://www.japantimes.co.jp/news/2019/02/20/national/crime-legal/japan-tepco-ordered-pay-damages-fukushima-nuclear-disaster-evacuees/
"Meditation may reduce anxiety, depression","Meditation may offer the same relief as antidepressants for people with symptoms of anxiety and depression, according to an analysis of previous findings o",Nicole Ostrow,2014-01-18T23:20:53+09:00,https://www.japantimes.co.jp/news/2014/01/18/world/science-health-world/meditation-may-reduce-anxiety-depression/
"In statement, G7 lists the many ways it is deeply unhappy with China","The laundry list of concerns, including China's treatment of Uyghur Muslims and its stance toward Taiwan, is likely to get under Beijing’s skin.",,2021-05-06T12:34:22+09:00,https://www.japantimes.co.jp/news/2021/05/06/world/g7-china-concerns/
"In a remote Thai village, digging for clues to a lost U.S. pilot",The search for the pilot’s remains is part of U.S. efforts to recover missing service members and fulfill the military’s promise to bring everyone home.,Richard C. Paddock,2022-05-25T14:10:58+09:00,https://www.japantimes.co.jp/news/2022/05/25/asia-pacific/thailand-us-world-war-ii-pilot-search/
Kin of other missing people now demand abduction probes,"As details about the fate of more than a dozen Japanese abducted to North Korea trickle in, relatives of many others who vanished in the 1970s and '80s say",No Author,2002-09-26T09:07:01+09:00,https://www.japantimes.co.jp/news/2002/09/26/national/kin-of-other-missing-people-now-demand-abduction-probes/
Turning blue: China Inc. holds its breath as Beijing eyes smog-free skies for Oct. 1 National Day,"When the sun comes up in Beijing on Oct. 1, the Chinese government will aim to celebrate its 70th birthday under a brilliant blue sky — and factory bosses",No Author,2019-09-17T13:52:30+09:00,https://www.japantimes.co.jp/news/2019/09/17/asia-pacific/china-inc-beijing-eyes-smog-blue-skies/
"Toshiba submits unaudited results, raises questions about ability to survive as a company",Embattled Toshiba Corp. said Tuesday its grave financial situation puts it at risk of not being able to survive as a company. The reference was made in the,Kazuaki Nagata,2017-04-11T23:03:32+09:00,https://www.japantimes.co.jp/news/2017/04/11/business/corporate-business/toshiba-may-issue-april-december-financial-statement-without-auditor-ok/
Gaza truce shifts focus to Egypt's regional role,"While Cairo has mediated during previous rounds of violence between Israel and the Palestinians, analysts and diplomats say its efforts have been more visible than in recent years.",Aidan Lewis,2021-05-30T21:56:35+09:00,https://www.japantimes.co.jp/news/2021/05/30/world/gaza-truce-egypts-regional-role/
Asia-Pacific nations set 2025 target for safe water,Participants in the First Asia-Pacific Water Summit agreed Tuesday to ensure access to safe drinking water and basic sanitation for all people in the regio,No Author,2007-12-05T09:03:57+09:00,https://www.japantimes.co.jp/news/2007/12/05/national/asia-pacific-nations-set-2025-target-for-safe-water/
More boars mean more damage in Fukushima,Wild boars are taking a toll on agriculture in Fukushima Prefecture as farmers struggle to bounce back from the planting bans imposed after the meltdowns a,No Author,2013-09-24T21:54:23+09:00,https://www.japantimes.co.jp/news/2013/09/24/national/more-boars-mean-more-damage-in-fukushima/
'The government could still save lives',"In the immediate aftermath of last year's Fukushima triple meltdown, Japan's government and pronuclear experts scrambled to dampen public concern. Experts",David Mcneill,2012-09-16T09:02:16+09:00,https://www.japantimes.co.jp/news/2012/09/16/national/media-national/the-government-could-still-save-lives/
Swimmers finish Taiwan-Japan relay,A Japanese team of six swimmers arrived in the Taiwanese town of Su-ao on Monday morning after completing a 110-km relay from Yonaguni Island in Okinawa Pr,No Author,2011-09-20T09:02:59+09:00,https://www.japantimes.co.jp/news/2011/09/20/national/swimmers-finish-taiwan-japan-relay/
France tries Chilean accused of murdering Japanese ex-girlfriend,"The trial of Nicolas Zepeda, who denies killing Narumi Kurosaki, is going ahead after he was extradited to France in 2020.",No Author,2022-03-29T18:29:43+09:00,https://www.japantimes.co.jp/news/2022/03/29/national/crime-legal/zepeda-kurosaki-france-chile/
Tokyo confirms record 224 coronavirus cases as other areas see spikes,Thursday's total marks the first time the capital has topped 200 daily cases since April 17.,,2020-07-09T17:43:01+09:00,https://www.japantimes.co.jp/news/2020/07/09/national/tokyo-confirms-record-high-covid19-cases/
The death of George Floyd reignited a movement. What happens now?,"For many Black Americans, real change feels elusive, particularly given how relentlessly the killing of Black men by the police has continued on.",Audra D.S. Burch,2021-04-21T13:07:45+09:00,https://www.japantimes.co.jp/news/2021/04/21/world/george-floyd-movement-whats-next/
"Yahoo weighs spinoff of Web units, not ditching Alibaba stake",Yahoo Inc. is changing course. Again. After scrapping long-held plans to spin off its valuable stake in Chinese e-commerce provider Alibaba Group Holding L,Brian Womack,2015-12-10T16:17:47+09:00,https://www.japantimes.co.jp/news/2015/12/10/business/yahoo-reverse-spin-weighs-core-web-spinoff-instead-ditching-alibaba-stake/
Cash loses cachet as 'king' trading strategy in Japan,"Cash is king, unless you are in Japan. One successful trading strategy has recently lost its luster, thanks to the Bank of Japan's never-ending obsession w",Shuli Ren,2019-10-08T14:03:18+09:00,https://www.japantimes.co.jp/news/2019/10/08/business/financial-markets/cash-loses-cachet-king-trading-strategy-japan/
Iranian nuclear deal set to make hard-line Revolutionary Guards richer,Iran's elite Revolutionary Guard have done very well despite international sanctions — and if a nuclear deal is done in Vienna this week under which,No Author,2015-07-07T15:23:13+09:00,https://www.japantimes.co.jp/news/2015/07/07/world/iranian-nuclear-deal-set-make-hard-line-revolutionary-guards-richer/
The Musk Method: Learn from partners then go it alone,Musk and his team are preparing to outline new steps in Tesla's drive to become a more self-sufficient company less reliant on suppliers.,Paul Lienert,2020-09-20T18:21:15+09:00,https://www.japantimes.co.jp/news/2020/09/20/business/corporate-business/elon-musk-tesla/
"Chinese military aid to Russia would be major role reversal, analysts say","China has developed armed drones, guided weapons and battlefield communications, systems that might help Russia fill gaps that are being exposed on the Ukraine front.",Greg Torode,2022-03-18T10:40:13+09:00,https://www.japantimes.co.jp/news/2022/03/18/world/china-military-aid-russia-analysts/
"Breaking down the Kake Gakuen scandal: Who's lying, Abe or his political opponents?",Opposition camp lawmakers roared in anger. Stenographers were ordered to stop transcribing. The prime minister accused an opposition leader of lying. This,Reiji Yoshida,2018-06-01T15:41:04+09:00,https://www.japantimes.co.jp/news/2018/06/01/national/politics-diplomacy/breaking-kake-gakuen-scandal-whos-lying-abe-political-opponents/
"F-35A fighter jet crashed, Japan's defense ministry says, as hunt for missing pilot continues","According to Air Self-Defense Force, the incident in waters off Aomori Prefecture is the first crash involving an F-35A fighter anywhere in the world.",Reiji Yoshida,2019-04-10T10:23:57+09:00,https://www.japantimes.co.jp/news/2019/04/10/national/air-self-defense-force-fighter-jet-disappears-radar-pacific/
"Fire ants, including two queens, make way to Kyoto via China","Nearly 2,000 fire ants, including two queens, are discovered along with eggs and pupae in a warehouse in the city of Muko, Kyoto Prefecture, in a shipping container that arrived from China.",No Author,2017-10-15T17:41:53+09:00,https://www.japantimes.co.jp/news/2017/10/15/national/fire-ants-including-two-queens-make-way-kyoto-via-china/
Mystery donor who posed as 'Tiger Mask' to help poor kids reveals himself,A mysterious donor who posed as a cartoon wrestler hero and triggered a wave of similar donations for underprivileged children in Japan several years ago r,No Author,2016-12-08T16:11:02+09:00,https://www.japantimes.co.jp/news/2016/12/08/national/mystery-donor-posed-tiger-mask-help-poor-kids-outs/
"False paradise? EU is no haven of net neutrality, critics say",America's decision to scrap rules designed to ensure a free and open internet leaves the European Union as the biggest market where Net neutrality still pr,Andrei Khalip,2017-12-17T13:05:26+09:00,https://www.japantimes.co.jp/news/2017/12/17/business/tech/false-paradise-eu-no-haven-net-neutrality-critics-say/
Prison labor feeling the crunch,The economic downturn is affecting workers not only in industrial sectors but also in an unexpected quarter — prisons. Although it rarely gets public,No Author,2009-02-05T09:01:42+09:00,https://www.japantimes.co.jp/news/2009/02/05/national/prison-labor-feeling-the-crunch/
"Russia opposition figure Alexei Navalny hospitalized, and may have been poisoned, says doctor",Russian opposition leader Alexei Navalny was hospitalized on Sunday after suffering an acute allergic reaction that one doctor said may have been the resul,No Author,2019-07-29T07:32:39+09:00,https://www.japantimes.co.jp/news/2019/07/29/world/social-issues-world/nearly-1400-detained-moscow-protest-largest-crackdown-decade-opposition-figure-alexei-navalny-hospitalized/
"One year on, Legoland Japan faces uphill battle to increase visitors","Legoland Japan is redoubling efforts to increase its visitor numbers, but just one year since its opening the theme park is facing an uphill battle. The ou",No Author,2018-05-07T18:09:59+09:00,https://www.japantimes.co.jp/news/2018/05/07/business/one-year-legoland-japan-faces-uphill-battle-bid-increase-visitors/
Death? War? What's next for the games?,"Two years to the week that Tokyo won its bid over Istanbul and Madrid to host the 2020 Olympic Games, major stumbles in planning and preparation have cause",Mark Schreiber,2015-09-05T22:50:57+09:00,https://www.japantimes.co.jp/news/2015/09/05/national/media-national/death-war-whats-next-games/
Komeito lawmaker quits over hostess bar visit amid virus emergency,"Kiyohiko Toyama, former acting secretary-general of Komeito, has admitted to visiting a hostess bar in Tokyo's Ginza district despite calls to avoid unnecessary outings at night.",,2021-02-01T21:00:27+09:00,https://www.japantimes.co.jp/news/2021/02/01/national/politics-diplomacy/komeito-lawmaker-kiyohiko-toyama-resign/
"Olympus survives TSE delisting, for now","Olympus Corp. will remain listed on the Tokyo Stock Exchange, the bourse said Friday, clearing one of the hurdles for the camera and medical equipment make",No Author,2012-01-21T09:01:52+09:00,https://www.japantimes.co.jp/news/2012/01/21/business/olympus-survives-tse-delisting-for-now/
Japan Times 1946: Parliamentary Japan ushers in new era as five women mount Lower House rostrum,"History takes place in the Diet as five women politicians address the Lower House. Hisako Yoneyama, a Social Democrat, has the distinction of being the first woman to speak.",,2021-07-04T10:00:26+09:00,https://www.japantimes.co.jp/news/2021/07/04/national/history/japan-times-gone-by-1946/
"Iraqi forces press deep, briefly take Mosul hospital before Islamic State 'ghosts' open gates of hell","Iraqi troops who briefly seized a Mosul hospital believed to be used as an Islamic State base were forced to withdraw from the site, but managed to establi",No Author,2016-12-09T05:21:04+09:00,https://www.japantimes.co.jp/news/2016/12/09/world/iraqi-forces-press-deep-briefly-take-mosul-hospital-islamic-state-ghosts-open-gates-hell/
Banks remain in the red for second straight year,"Japan's seven major banking groups stayed mired squarely in the red for the second year in a row, spending more than 5 trillion yen to dispose of bad loans",Mayumi Negishi,2003-05-27T09:00:47+09:00,https://www.japantimes.co.jp/news/2003/05/27/business/banks-remain-in-the-red-for-second-straight-year/
Witness says northeast Nigeria livestock market bombing killed at least 50,"A bomb exploded at a livestock market in the northeastern Nigerian city of Maiduguri on Tuesday, killing at least 50 people, according to a witness. ""We ha",No Author,2015-06-03T05:53:35+09:00,https://www.japantimes.co.jp/news/2015/06/03/world/witness-says-northeast-nigeria-livestock-market-bombing-killed-leasst-50/
They died by a bridge in Ukraine. This is their story.,"When the mortar shell hit, the family were about 12 yards away from the crater it left. They had no chance.",Andrew E. Kramer,2022-03-10T12:51:52+09:00,https://www.japantimes.co.jp/news/2022/03/10/world/ukraine-civilian-casualty-bridge/
"Paul Manafort tried to ghost-write positive op-ed on Ukraine work, even after court order: special counsel",The special counsel investigating Russian meddling in the 2016 U.S. presidential election on Monday accused President Donald Trump's former campaign manage,No Author,2017-12-05T09:06:50+09:00,https://www.japantimes.co.jp/news/2017/12/05/world/politics-diplomacy-world/paul-manafort-tried-ghost-write-positive-op-ed-ukraine-work-even-court-order-special-counsel/
Trump defied traditional politics in path to White House,"Supercharging the bluster, hyperbole and media mastery that made him one of the world's best-known businessmen, Donald Trump upended U.S. democratic tradit",No Author,2016-11-09T18:28:00+09:00,https://www.japantimes.co.jp/news/2016/11/09/world/politics-diplomacy-world/trump-defied-traditional-politics-path-white-house/
"Ozawa, allies to vote against tax hike bill","Prime Minister Yoshihiko Noda and his ruling Democratic Party of Japan said Thursday they have abandoned attempts to pass the tax hike bill Friday, but an",Masami Ito,2012-06-22T09:01:21+09:00,https://www.japantimes.co.jp/news/2012/06/22/national/ozawa-allies-to-vote-against-tax-hike-bill/
Dealey Plaza: birthplace of a mystery that still reverberates,"Dealey Plaza is a depression. It is a shallow basin on the western edge of downtown, framed by concrete structures called pergolas and peristyles that were",Joel Achenbach,2013-11-23T12:01:05+09:00,https://www.japantimes.co.jp/news/2013/11/23/world/dealey-plaza-birthplace-of-a-mystery-that-still-reverberates/
Tokyo’s promise of a generational stock revamp draws skeptics,"Japan Exchange Group Inc., which owns the Tokyo Stock Exchange, plans to cut the number of market segments, apply new listing criteria and condense five divisions into three sections.",Shoko Oda,2021-02-09T15:57:10+09:00,https://www.japantimes.co.jp/news/2021/02/09/business/financial-markets/tokyo-stock-revamp/
Noodle chain set to open in Russia,"An Kobe-based ""udon"" chain is about to open its first noodle shop in Moscow as it ventures into Europe. Although Russia is said to be a tough market to cra",No Author,2013-02-01T00:08:31+09:00,https://www.japantimes.co.jp/news/2013/02/01/business/corporate-business/noodle-chain-set-to-open-in-russia/
Tourists top 10 million at record pace,"Visitors to Japan passed the 10 million mark last Saturday, three weeks earlier than last year, Japan Tourism Agency Commissioner Akihiko Tamura said Frida",No Author,2017-05-19T19:38:57+09:00,https://www.japantimes.co.jp/news/2017/05/19/national/tourists-top-10-million-record-pace/
Miyagi Prefecture processed fish cake factory building that withstood 2011 tsunami to be torn down,A processed fish cake factory in Miyagi Prefecture that survived the massive tsunami disaster in 2011 will likely be dismantled next month following discus,No Author,2018-10-26T18:05:33+09:00,https://www.japantimes.co.jp/news/2018/10/26/national/miyagi-prefecture-processed-fish-cake-factory-building-withstood-2011-tsunami-torn/
Tsukiji outer market launches campaign to tell people it is staying put,"With Tokyo's iconic Tsukiji wholesale food market gearing up for an October relocation, many people believe the adjacent shopping area, known as the Tsukij",No Author,2018-09-04T14:12:04+09:00,https://www.japantimes.co.jp/news/2018/09/04/national/tsukiji-outer-market-begins-campaign-tell-people-staying-put/
Online agency seeks to streamline adoption in Japan,"From a baby expected to be born in October in Osaka Prefecture to one in Tokyo with a due date in July, information of upcoming childbirths is listed on a",Mizuho Aoki,2017-05-11T19:52:44+09:00,https://www.japantimes.co.jp/news/2017/05/11/national/social-issues/online-agency-seeks-streamline-adoption-japan/
Thailand prepares to welcome back tourists after devastating shutdown,The government is hopeful that a plan to phase out tough quarantine rules could lure visitors back to bars and beaches despite the continued prevalence of the virus.,,2021-10-28T18:30:29+09:00,https://www.japantimes.co.jp/news/2021/10/28/asia-pacific/thailand-tourism-reopening/
Japan leads the G7 in COVID shots without a mandate in sight,"The country this week pushed ahead of Canada, which previously had the highest rate among the G7 major advanced economies.",Kanoko Matsuyama,2021-11-17T17:42:11+09:00,https://www.japantimes.co.jp/news/2021/11/17/national/japan-g7-coronavirus-vaccinations/
Hundreds of drones light up Seoul night sky with coronavirus advice,Three hundred drones took to the evening sky over the Han River in South Korea to dispense coronavirus prevention advice through a synchronized light displ,,2020-07-08T15:48:48+09:00,https://www.japantimes.co.jp/news/2020/07/08/asia-pacific/drones-seoul-sky-coronavirus/
"Koki Tanaka, former member of Kat-tun, held over alleged methamphetamine possession",Police suspect Tanaka was in possession of about 0.164 grams of methamphetamine while staying at a business hotel in Nagoya on the evening of Jan. 30.,No Author,2022-02-24T18:50:10+09:00,https://www.japantimes.co.jp/news/2022/02/24/national/crime-legal/koki-tanaka-kat-tun-methamphetamine-possession-arrest/
"Helper-dog law opening doors, minds","Dozens of new laws and amendments take effect in Japan every year, but only a few open up new worlds for people. One such exception was a law that took par",Kaho Shimizu,2003-12-30T09:03:58+09:00,https://www.japantimes.co.jp/news/2003/12/30/national/helper-dog-law-opening-doors-minds/
JR East to cut train services from next spring as COVID-19 dents passenger numbers,"The move is designed to ""shift to a more flexible cost structure,"" JR East President and CEO Yuji Fukasawa told a news conference Tuesday.",,2021-11-10T14:54:52+09:00,https://www.japantimes.co.jp/news/2021/11/10/business/corporate-business/jr-east-train-services-cut-coronavirus/
Algae underfunded in energy hunt,"Could algae power your car? In the search for new energy sources, scientists are turning the green goo into oil. While the technology itself is not new, Ja",Kazuaki Nagata,2014-06-09T23:56:23+09:00,https://www.japantimes.co.jp/news/2014/06/09/national/science-health/algae-underfunded-energy-hunt/
Trump’s legal blitz isn’t contesting enough votes to win,U.S. President Donald Trump’s hopes of reversing the outcome of the 2020 election in the courts are running into the reality that the numbers just aren’t t,,2020-11-10T11:09:11+09:00,https://www.japantimes.co.jp/news/2020/11/10/world/politics-diplomacy-world/donald-trump-election-courts/
Miyagi hospital admits accident,Tohoku University Hospital announced Saturday that an artificial respirator accidentally became detached from a patient for nearly half an hour and he suff,No Author,2005-10-16T09:05:14+09:00,https://www.japantimes.co.jp/news/2005/10/16/national/miyagi-hospital-admits-accident/
Honda appoints Japan R&D chief Toshihiro Mibe as new CEO,The move marks the latest in a number of bold moves the automaker is taking to step beyond its more than half-a-century-long reliance on selling gasoline-powered cars.,River Davis,2021-02-20T10:56:05+09:00,https://www.japantimes.co.jp/news/2021/02/20/business/corporate-business/honda-new-ceo/
Air Self-Defense Force confirms safety of Japan's F-35 fighter jets after U.S. crash,"The Air Self-Defense Force has confirmed the safety of the nine F-35A cutting-edge stealth fighters deployed at its Misawa base in Aomori Prefecture, after",No Author,2018-10-13T11:52:31+09:00,https://www.japantimes.co.jp/news/2018/10/13/national/asdf-confirms-safety-japans-f-35-fighter-jets-crash-u-s/
"China strikes back with duties on U.S. soybeans, planes and cars, sending global markets down","Reuters China hit back quickly on Wednesday against U.S. plans to impose tariffs on $50 billion in Chinese goods, retaliating with a list of similar duties",No Author,2018-04-05T06:20:17+09:00,https://www.japantimes.co.jp/news/2018/04/05/business/china-strikes-back-duties-u-s-soybeans-planes-cars-sending-global-markets/
Beijing keen to know Kan's next choice,"BEIJING (Kyodo) China's official Xinhua news agency on Sunday ran an urgent news report about Foreign Minister Seiji Maehara's decision to resign, quoting",No Author,2011-03-07T09:03:03+09:00,https://www.japantimes.co.jp/news/2011/03/07/national/beijing-keen-to-know-kans-next-choice/
Shinsei Bank set to oppose SBI takeover bid,Shinsei has taken issue with the bid over concerns that shareholders originally opposed to the tender may be forced to sell their shares to avoid becoming minority shareholders.,,2021-10-12T09:40:18+09:00,https://www.japantimes.co.jp/news/2021/10/12/business/corporate-business/shinsei-bank-sbi-defense/
Myanmar military units linked to Rohingya atrocities accused of committing new abuses,"When 35-year-old Ah Hla went to a police station in western Myanmar in late April hoping to see her husband among the prisoners, she didn't know if he was",Poppy Mcpherson,2019-07-19T17:51:39+09:00,https://www.japantimes.co.jp/news/2019/07/19/asia-pacific/myanmars-conflict-torn-rakhine-fresh-allegations-war-crimes/
DPJ's Goto to resign from Diet,"In another political blow to the nation's largest opposition party, veteran lawmaker Masanori Goto of the Democratic Party of Japan said Monday he will res",Reiji Yoshida,2005-12-13T09:03:30+09:00,https://www.japantimes.co.jp/news/2005/12/13/national/dpjs-goto-to-resign-from-diet/
Kawasaki aims to help children of foreign nationals overcome language barrier as Japan accepts more workers from overseas,Officials in Kawasaki Ward in the city of Kawasaki have teamed up with a social welfare service provider to host a summer school this year for students who have come to Japan within the past three years.,No Author,2019-09-16T18:29:46+09:00,https://www.japantimes.co.jp/news/2019/09/16/national/kawasaki-children-foreign-workers-language-barrier-japan-visa-rules/
NTT Docomo to lower mobile phone charges after government request,The new service plans from Japan's leading mobile phone operator by subscribers could spark price competition in a market in which the three largest carriers control roughly 90 percent.,,2020-12-02T19:57:25+09:00,https://www.japantimes.co.jp/news/2020/12/02/business/ntt-docomo-lower-mobile-phone-charges-government/
"60% of sexual minorities bullied at school, survey finds","Nearly 60 percent of sexual minorities have been bullied at school, according to a recent online survey that also found teachers did not help end the intimidation.",Mizuho Aoki,2017-04-05T18:21:13+09:00,https://www.japantimes.co.jp/news/2017/04/05/national/social-issues/60-sexual-minorities-bullied-school-survey-finds/
"The U.S. races to arm Ukraine with heavier, more advanced weaponry","The West is focused on sending longer-range weapons like howitzers, anti-aircraft systems, anti-ship missiles, armed drones, armored trucks, personnel carriers and even tanks.",Steven Erlanger,2022-04-20T17:00:17+09:00,https://www.japantimes.co.jp/news/2022/04/20/world/ukraine-arms-us/
Debate emerges over how to shrink Fed’s $8 trillion bond pile,Federal Reserve officials have begun debating how to approach shrinking a stockpile of more than $8 trillion of bonds.,Christopher Anstey,2022-01-06T22:20:44+09:00,https://www.japantimes.co.jp/news/2022/01/06/business/fed-bonds-debate/
"Mindful of rise of liberal Sanders, Clinton bashes Wall Street, vows wage equality","U.S. presidential candidate Hillary Rodham Clinton took swipes at Wall Street and her Republican rivals on Monday, promising to impose tougher regulations",No Author,2015-07-14T05:10:51+09:00,https://www.japantimes.co.jp/news/2015/07/14/world/politics-diplomacy-world/mindful-rise-liberal-sanders-clinton-bashes-wall-street-vows-wage-equality/
"Two-day Bing outage in China was technical error, not censors' block, says source","Search engine Bing's outage in China last week was a technical error, rather than an intentional censorship block, a source familiar with the matter said,",No Author,2019-01-28T17:53:20+09:00,https://www.japantimes.co.jp/news/2019/01/28/asia-pacific/bing-outage-china-censors/
Clinton super PAC attracts donors — as well as worries,"The campaign has a flashy website and official logo T-shirts and signs. Prominent Democrats have endorsed it and written $25,000 checks. Its paid oper",Philip Rucker,2013-07-01T00:04:19+09:00,https://www.japantimes.co.jp/news/2013/07/01/world/politics-diplomacy-world/clinton-super-pac-attracts-donors-as-well-as-worries/
Sony eyes sale of PC business,"Sony Corp. is in talks to sell its Japanese personal computer business to buyout firm Japan Industrial Partners Inc., according to a source with knowledge",No Author,2014-02-05T21:20:17+09:00,https://www.japantimes.co.jp/news/2014/02/05/business/corporate-business/sony-eyes-sale-of-pc-business/
Never a dull moment when U.S. presidents come calling,U.S. President Barack Obama will make his first Japan visit Friday and exchange views with the new Democratic Party of Japan administration of Yukio Hatoya,Jun Hongo,2009-11-11T09:00:34+09:00,https://www.japantimes.co.jp/news/2009/11/11/national/never-a-dull-moment-when-u-s-presidents-come-calling/
