title,description,author,date,link
Ukraine agency says allegations against Burisma cover period before Biden joined,"A Ukrainian investigation of gas company Burisma is focused solely on activity that took place before Hunter Biden, son of former U.S. Vice President Joe Biden, was hired to sit on its board, Ukraine's anti-corruption investigation agency said.",Polina  Ivanova,2019-09-27T18:41:10Z,http://feeds.reuters.com/~r/reuters/topNews/~3/hfbxVadD9ek/ukraine-agency-says-allegations-against-burisma-cover-period-before-biden-joined-idUSKBN1WC1LV
Your weekend Premier League team news,Manchester United’s injury list grows while Sadio Mané could return for Liverpool,The Irish Times,2019-09-27T16:50:22Z,https://www.irishtimes.com/sport/soccer/english-soccer/your-weekend-premier-league-team-news-1.4032864
US investigation of vaping-related illnesses focuses on THC,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-27T17:17:15Z,https://abcnews.go.com/Health/wireStory/us-investigation-vaping-related-illnesses-focuses-thc-65907620
ACLU demands DeVos back down from defunding threat over university's Middle East program,The American Civil Liberties Union is calling for the Education Department to rescind its threat to revoke a university's Middle East studies program's federal funding over allegations including that its curriculum fails to address the plight of the region's …,"Caroline Kelly, CNN",2019-09-27T15:51:56Z,https://www.cnn.com/2019/09/27/politics/aclu-devos-defunding-threat-middle-east-studies/index.html
Boys accused of pinning down black girl and cutting dreadlocks,"A 12-year-old student at the private K-12 Christian school said the boys called her dreadlocks ""ugly"" and ""nappy"" before cutting them off on the playground during recess",Sophie Lewis,2019-09-27T02:41:44Z,https://www.cbsnews.com/news/sixth-grade-boys-accused-of-pinning-down-black-girl-and-cutting-off-her-dreadlocks/
"October is the best month to apply for a job, survey finds","A new survey commissioned by LinkedIn found October has the highest number of job openings on its website, 89% of hiring managers filled those spots in less than four weeks. LinkedIn Editor-in-Chief Dan Roth joins CBS This Morning to discuss the survey",CBS News,2019-09-27T13:01:30Z,https://www.cbsnews.com/video/october-is-the-best-month-to-apply-for-a-job-survey-finds/
"New ""Abbey Road"" remix reveals insight into the Beatles' swan song","50 years after the original release of ""Abbey Road,"" the new remix includes never-before-heard studio sessions from the Fab Four's final album together",CBS News,2019-09-27T12:57:11Z,https://www.cbsnews.com/news/beatles-abbey-road-remix-offers-rare-behind-the-scenes-glimpse/
Meet the Millionaires Helping to Pay for Climate Protests,"Three philanthropists started the Climate Emergency Fund earlier this year, grants from which help climate change protestors spread their message.",John Schwartz,2019-09-27T10:00:11Z,https://www.nytimes.com/2019/09/27/climate/climate-change-protests-funding.html
World Athletics Championships 2019: Coleman wins 100m heat in 9.98s,"Christian Coleman, who has been surrounded by controversy over his missed drug tests, wins his 100m heat with a time of 9.98 seconds at the World Championships.",,2019-09-27T16:06:26Z,https://www.bbc.co.uk/sport/av/athletics/49857921
Democrats challenge 'brazen' gerrymandering of North Carolina voting maps,"North Carolina Democrats filed a new legal challenge to partisan gerrymandering on Friday, asking a state court to order the redrawing before next year's elections of congressional districts they say are designed to entrench Republican power.",Jonathan Allen,2019-09-27T16:16:08Z,https://www.reuters.com/article/us-north-carolina-gerrymandering-idUSKBN1WC1WU
"Inside the 'monstrosity,' a gritty, mostly-abandoned bus station in Tel Aviv that’s become an oasis for artists and urban explorers","rasika108/Shutterstock Israel's Tel Aviv New Central Bus Station is one of the largest bus stations in the world, second only to Millennium Park Bus Depot in Delhi, India, according to Hindustan Times. But, even though it's only 15 years old, only a fraction …","feedback@businessinsider.com (Joey Hadden), Joey Hadden",2019-09-27T16:34:00Z,https://www.businessinsider.com/photos-tour-tel-aviv-new-central-bus-station-2019-7
Solicitor’s office and gym targeted in Cab searches,Two high-end vehicles seized in raids targeting a west Dublin family-based gang,Conor Gallagher,2019-09-27T14:16:34Z,https://www.irishtimes.com/news/crime-and-law/solicitor-s-office-and-gym-targeted-in-cab-searches-1.4032626
Turkey plans $27 billion housing project in northeast Syria: broadcaster TRT,"Turkey's draft plan for a construction project to settle 1 million Syrian refugees in a ""safe zone"" in northeast Syria would cost around 151 billion lira ($27 billion), state broadcaster TRT Haber said on Friday.",Reuters Editorial,2019-09-27T16:01:30Z,https://www.reuters.com/article/us-syria-security-turkey-idUSKBN1WC1V2
"Hillary Clinton: Trump's actions fall under ""high crimes and misdemeanors""","Shortly before House Speaker Nancy Pelosi announced a formal impeachment inquiry this week, Hillary Clinton told “CBS Sunday Morning” she believes President Trump's actions fall under the definition of what the founders had in mind when they created the proce…",CBS News,2019-09-27T11:30:31Z,https://www.cbsnews.com/video/hillary-clinton-trumps-actions-fall-under-high-crimes-and-misdemeanors/
Wells Fargo names Bank of New York Mellon chief as new CEO,Scandal-tainted bank taps former top deputy to JPMorgan Chase's Jamie Dimon to rehab its reputation,Stephen Gandel,2019-09-27T12:35:01Z,https://www.cbsnews.com/news/wells-fargo-names-charlie-scharf-bny-mellon-as-its-new-ceo/
Whistleblower report complains of White House cover-up on Trump-Ukraine scandal,"A whistleblower report released on Thursday said President Donald Trump not only abused his office in attempting to solicit Ukraine's interference in the 2020 U.S. election for his political benefit, but that the White House tried to ""lock down"" evidence abou…",Patricia Zengerle,2019-09-27T18:32:19Z,http://feeds.reuters.com/~r/reuters/topNews/~3/GXUfPRTPRd8/whistleblower-report-complains-of-white-house-cover-up-on-trump-ukraine-scandal-idUSKBN1WB0E5
Prince Harry walks across Angolan minefield as Princess Diana did two decades ago,"It's day six of the Duke of Sussex' royal tour of Africa with his wife Meghan and baby Archie. But Friday morning, Prince Harry returned to Angola alone to reconnect with the legacy of his late mother, Princess Diana. Debora Patta reports",CBS News,2019-09-27T12:52:34Z,https://www.cbsnews.com/video/prince-harry-walks-across-angolan-minefield-as-princess-diana-did-two-decades-ago/
Shooting at Portland Airport Injures 1 - The New York Times,"The shooting early Friday involved the police, but the injured person was not an officer, a Port of Portland spokeswoman said.",,2019-09-27T13:23:00Z,https://www.nytimes.com/2019/09/27/us/pdx-airport-shooting.html
The White-Collar Job Apocalypse That Didn’t Happen,Economists once warned that office jobs in the United States would soon follow factory jobs in moving overseas. New research suggests that jobs may be moving to other parts of the country instead.,Ben Casselman,2019-09-27T09:03:35Z,https://www.nytimes.com/2019/09/27/business/economy/jobs-offshoring.html
"Top NRA officials knew Russians were using ties to NRA to establish connection with next US President, report says","Top officials at the National Rifle Association knew Russians were using their ties to the gun rights group to try to bolster their status with lawmakers or the winner of the 2016 presidential election, a new report from Democrats on the Senate Finance Commit…","Sara Murray and Kate Sullivan, CNN",2019-09-27T15:54:39Z,https://www.cnn.com/2019/09/27/politics/nra-russians-ties-president-2016-election/index.html
Mozambique targets $880 mln in tax from Anadarko takeover - report,"Mozambique is targeting $880 million in capital gains tax from the takeover of Anadarko Petroleum by Occidental Petroleum , local newspaper O Pais reported on Friday.",Reuters Editorial,2019-09-27T18:23:05Z,https://www.reuters.com/article/us-mozambique-energy-idUSKBN1WC25D
Scottish League Cup: Both semi-finals to be played Hampden,"Both League Cup semi-finals will return to being played at Hampden, with Hibs and Celtic having an evening kick-off.",,2019-09-27T11:44:57Z,https://www.bbc.co.uk/sport/football/49854227
#CancelNYT Trends as Americans Slam the New York Times for Outing Trump Whistleblower as CIA Officer - Newsweek,#CancelNYT Trends as Americans Slam the New York Times for Outing Trump Whistleblower as CIA Officer Newsweek View full coverage on Google News,Christina Zhao,2019-09-27T00:53:51Z,https://www.newsweek.com/cancelnyt-trends-americans-slam-new-york-times-outing-trump-whistleblower-cia-officer-1461689
"Chinese foreign minister: Unilateralism, protectionism ""are posing major threats to the international order.""","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-27T18:39:41Z,https://abcnews.go.com/US/wireStory/chinese-foreign-minister-unilateralism-protectionism-posing-major-threats-65910147
AIB may accelerate job cuts after hiring freeze,Bank has no plans for large-scale lay offs,Joe Brennan,2019-09-27T16:37:40Z,https://www.irishtimes.com/business/financial-services/aib-may-accelerate-job-cuts-after-hiring-freeze-1.4032851
"12 Democratic Candidates to Debate on a Single Stage in Ohio, Party Says","The biggest debate stage of the year is set after 12 candidates qualified for next month’s primary debate near Columbus, Ohio, hosted by CNN and The New York Times.",Michael M. Grynbaum,2019-09-27T15:00:05Z,https://www.nytimes.com/2019/09/27/business/media/democratic-primary-debate-candidates-stage-ohio.html
'Does Roku have Spotify?': How to download and stream Spotify on your Roku device,"Roku Most Roku devices have Spotify as a channel, and let you stream any song on the music service. Most Roku models running Roku OS 8.2 or later are compatible with the Spotify streaming channel. After installing the Spotify app, you'll need to log into your…","feedback@businessinsider.com (Dave Johnson), Dave Johnson",2019-09-27T17:53:00Z,https://www.businessinsider.com/does-roku-have-spotify
First group of refugees evacuated from Libya to Rwanda,New programme involves African Union and the United Nations refugee agency,Sally Hayden,2019-09-27T18:08:46Z,https://www.irishtimes.com/news/world/africa/first-group-of-refugees-evacuated-from-libya-to-rwanda-1.4032930
Astronaut takes stunning picture of her best friend launching into space,"Sinuous smoke soars above the Earth's atmosphere while a bright star - actually a Russian Soyuz rocket - stands against the dark night sky, encircled by a ring.","Gianluca Mezzofiore, CNN",2019-09-27T14:23:17Z,https://www.cnn.com/2019/09/27/us/astronaut-iss-launch-picture-trnd/index.html
"300 former officials call out Trump for ""unconscionable abuse of power""","Group of bipartisan national security experts say they consider president's actions during call with Ukraine leader to be a ""profound national security concern""",Emily Tillett,2019-09-27T12:17:01Z,https://www.cbsnews.com/news/donald-trump-ukraine-call-former-national-security-officials-ukraine-call-unconscionable-abuse-of-power/
U.S. drillers cut oil rigs for record 10 straight months -Baker Hughes,U.S. energy firms reduced the number of oil rigs this week and for a record 10th month in a row as producers follow through on plans to cut spending on new drilling this year.,Reuters Editorial,2019-09-27T17:11:29Z,https://www.reuters.com/article/usa-rigs-baker-hughes-idUSL2N26H13H
Exclusive: Hedge fund D.E. Shaw to push for break-up of Emerson - sources,"Hedge fund D.E. Shaw & Co is building a stake in Emerson Electric Co and is planning to push for changes, including a potential break-up of the U.S. industrial conglomerate, people familiar with the matter said on Friday.",Reuters Editorial,2019-09-27T18:42:53Z,https://www.reuters.com/article/us-emerson-electric-deshaw-exclusive-idUSKBN1WC25P
House passes resolution to end Trump's emergency declaration,The Senate passed the resolution with bipartisan support earlier this week,Grace Segers,2019-09-27T16:26:15Z,https://www.cbsnews.com/news/house-passes-resolution-to-end-trumps-emergency-declaration-to-build-a-wall/
Spider-Man will stay in the Marvel Cinematic Universe,Tom Holland will return to the iconic role for a third movie in 2021,Sophie Lewis,2019-09-27T17:29:08Z,https://www.cbsnews.com/news/spider-man-mcu-superhero-will-stay-in-marvel-cinematic-universe-2019-09-29/
Rugby World Cup: an easy-to-do Japanese-inspired breakfast-brunch,"When the Irish rugby team were preparing to travel to Japan for the World Cup, they called on Irishwoman Fiona Uyema, an expert that country’s culture and cuisine, for help. “I work with corporates and private groups who want to immerse themselves into Japane…",The Irish Times,2019-09-27T13:00:00Z,https://www.irishtimes.com/life-and-style/food-and-drink/rugby-world-cup-an-easy-to-do-japanese-inspired-breakfast-brunch-1.4022347
US House votes again to end Trump's border emergency declaration,Measure now goes to the White House where President Donald Trump is expected to veto it.,Al Jazeera,2019-09-27T17:11:54Z,https://www.aljazeera.com/news/2019/09/house-votes-trump-border-emergency-declaration-190927163807533.html
Suspicious package prompts evacuation of Sanders' office,Police gave the all-clear signal after determining the suspicious package at Bernie Sanders' Senate office on Thursday is not threat. Cat Viglienzoni of CBS Burlington affiliate WCAX reports.,CBS News,2019-09-27T02:25:37Z,https://www.cbsnews.com/video/suspicious-package-prompts-evacuation-of-sanders-office/
Apple Plans to Bring Feature-Length Films to Theaters,Maker of iPhone would keep movies in cinemas for weeks before release on streaming TV,"Tripp Mickle, Erich Schwartzel",2019-09-27T10:20:00Z,https://www.wsj.com/articles/apple-plans-to-bring-feature-length-films-to-theaters-11569579632?mod=hp_lead_pos7
"Dank Vapes, TKO and Other THC Vaping Brands Linked to Illnesses, C.D.C. Says",Health officials released the names of several products identified by patients who have been sickened in Illinois and Wisconsin.,Denise Grady,2019-09-27T17:00:31Z,https://www.nytimes.com/2019/09/27/health/vaping-illness-thc.html
El Mencho: The drug lord filling the void El Chapo left behind,"As part of our Eye on America series, we are getting an inside look at the fight against a major suspect contributing to the U.S. drug epidemic. The Drug Enforcement Administration says the drug lord known as ""El Mencho"" is one of its top targets. The U.S. is…",CBS News,2019-09-27T11:48:40Z,https://www.cbsnews.com/video/el-mencho-the-drug-lord-filling-the-void-el-chapo-left-behind/
Greenland Calls On Denmark to Help Fight Child Sexual Abuse,"A former mayor of the community of Tasiilaq said, “I believe we are in a human, social and cultural death spiral if we don’t manage to stop the sexual abuse.”",Martin Selsoe Sorensen,2019-09-27T18:22:07Z,https://www.nytimes.com/2019/09/27/world/europe/greenland-sexual-abuse-tasiilaq-denmark.html
Why are powerful men afraid of you? Greta answers,"Teenage activist Greta Thunberg, who is spearheading a climate change strike in Montreal, Canada, said on Friday that people want to 'silence' her because she and the activists are ' becoming too loud for people', but Thunberg said that should be seen as a co…",Thomson Reuters,2019-09-27T16:49:00Z,https://www.reuters.com/video/2019/09/27/why-are-powerful-men-afraid-of-you-greta?videoId=605561536
"More than half of tree species found only in Europe could become extinct, study shows","More than half of Europe's endemic trees -- species that are only found in the region -- are at risk of extinction because of diseases, pests and human activities, a conservation organization based in Geneva has said.","Rory Sullivan, CNN",2019-09-27T15:45:37Z,https://www.cnn.com/2019/09/27/europe/europe-native-trees-extinction-scli-intl-scn/index.html
"How to connect a PC to your TV wirelessly in 3 different ways, to watch movies, browse the internet, or stream games","Google If you own the right equipment, connecting a PC to a TV wirelessly is a simple process. However, if you have an older TV that doesn't have any HDMI ports, you might have a hard time connecting your PC wirelessly. Visit Business Insider's homepage for m…","feedback@businessinsider.com (Ross James), Ross James",2019-09-27T18:02:00Z,https://www.businessinsider.com/how-to-connect-pc-to-tv-wirelessly
Experts say these 7 emerging technologies should concern us,"2001 As new technologies proliferate and hit the market, experts and industry leaders have raised red flags about their potential for harm. Governments across the globs are just now beginning to grapple with the impacts of technologies that have been shaping …","aholmes@businessinsider.com (Aaron Holmes), Aaron Holmes",2019-09-27T15:45:34Z,https://www.businessinsider.com/technologies-that-should-concern-us-ai-spyware-facial-recognition-2019-9
Cork man (30s) drowns while on walking trip in Spain,Department of Foreign Affairs is providing consular assistance,Tim O'Brien,2019-09-27T15:48:10Z,https://www.irishtimes.com/news/ireland/irish-news/cork-man-30s-drowns-while-on-walking-trip-in-spain-1.4032771
We Found the Very Worst Commuter Train in America,"Train #2606 has failed to show up for its morning run nearly 20 times this year, leaving riders in New Jersey fuming.",Patrick McGeehan,2019-09-27T16:35:33Z,https://www.nytimes.com/2019/09/27/nyregion/njtransit-commuter-delays.html
The world's first transgender professional boxer is now the face of Everlast,"Everlast, the leading brand in boxing, has chosen an unlikely athlete to be the new face of the brand.","Allen Kim, CNN",2019-09-27T15:50:22Z,https://edition.cnn.com/2019/09/27/sport/transgender-boxer-everlast-trnd/index.html
"It looks like Merriam-Webster is trolling the impeachment drama, one word at a time",Some of Merriam-Webster's word of the day selections seem to be tied to the political news of the day.,"Doug Criss, CNN",2019-09-27T16:35:38Z,http://us.cnn.com/2019/09/27/politics/impeachment-words-of-the-day-trnd/index.html
Car and bar sales lift monthly retail numbers,Latest positive figures come despite concern Brexit would dampen business,Eoin Burke-Kennedy,2019-09-27T11:12:12Z,https://www.irishtimes.com/business/retail-and-services/car-and-bar-sales-lift-monthly-retail-numbers-1.4032418
Coral Reefs Threatened by Mysterious Disease Compared to Ebola - Newsweek,"Undiagnosed, Ebola -- Florida, United States Coral Reefs Threatened by Mysterious Disease Compared to Ebola ; ;",Google News,2019-09-27T02:56:38Z,https://www.newsweek.com/coral-reefs-threatened-mysterious-disease-compared-ebola-1461711
Winter holidays are coming. The time to start making travel plans? Now.,"CNN Travel has assembled a winter holidays planner for 2019 to get you in the spirit. From inspirational destinations to practical tips, we've got you covered for Thanksgiving, Christmas, New Year's and more.",Forrest Brown,2019-09-27T13:57:53Z,https://www.cnn.com/travel/article/winter-holidays-planner-2019/index.html
Michigan adoption agencies can bar LGBTQ couples,"The state often contracts faith-based adoption agencies, which may turn down adoptions by same-sex parents",CBS/AP,2019-09-27T14:31:05Z,https://www.cbsnews.com/news/same-sex-couples-adopt-michigan-adoption-agencies-can-now-bar-lgbtq-homes-refuse-to-place-children-with-gay-parents/
U.S. CDC recommends against using vapes with marijuana ingredient,"People should stop using e-cigarettes with marijuana ingredient tetrahydrocannabinol (THC), U.S. public health officials recommended on Friday as investigation on outbreak of lung illness linked to vaping deepens.",Reuters Editorial,2019-09-27T17:14:49Z,https://www.reuters.com/article/us-health-vaping-cdc-idUSKBN1WC200
"Costco jobs aren't always easy, thanks to annoying shopper habits",Costco jobs come with the downside of sometimes having to deal with incredibly rude customers and annoying shopper habits. Here are some behaviors you can avoid on your next Costco run.,Áine Cain,2019-09-27T18:06:00Z,http://www.businessinsider.com/costco-jobs-annoying-customers-habits-2018-3
How to Win Against History review: Glittery musical cabaret full of energy and irony,Dublin Theatre Festival: A celebration of theatrical conventions that reclaims the hidden history of a cross-dressing aristocrat,,2019-09-27T11:00:35Z,https://www.irishtimes.com/culture/stage/how-to-win-against-history-review-glittery-musical-cabaret-full-of-energy-and-irony-1.4032404
Schiff threatens subpoenas and opens door to impeachment hearings next week,"House Intelligence Committee chairman Adam Schiff is moving quickly to investigate allegations at the center of the impeachment inquiry into President Donald Trump, preparing for hearings, subpoenas and depositions as soon as next week as Democrats try to fin…","Manu Raju, Alex Rogers and Haley Byrd, CNN",2019-09-27T16:41:31Z,https://www.cnn.com/2019/09/27/politics/impeachment-inquiry-hearing-schiff/index.html
NYC boutique Scoop is now a Walmart private label collection...and we want everything,Celebs like Reese Witherspoon and Jennifer Lopez used to shop at the now-closed ultra-trendy boutique Scoop. But Scoop is making a comeback as a Walmart private label (joining the ranks with Sophia Vergara and Ellen Degeneres) and we want it all.,Courtney Thompson,2019-09-27T17:55:32Z,https://www.cnn.com/2019/09/27/cnn-underscored/walmart-scoop-collection/index.html
"WeWork, Juul Show Downsides of Silicon Valley Success Formula","Startups raised billions in pursuit of torrid growth, at a cost","Heather Somerville, Rolfe Winkler",2019-09-27T09:30:00Z,https://www.wsj.com/articles/ceo-exits-at-juul-and-wework-show-pitfalls-of-torrid-growth-11569576601?mod=hp_lead_pos8
Hundreds of ex-national security officials support impeachment inquiry into Trump,"More than 300 former national security officials have come out in support of an impeachment inquiry into Donald Trump, arguing the President's actions in regard to Ukraine are a ""profound national security concern.""","Veronica Stracqualursi, CNN",2019-09-27T12:21:34Z,https://www.cnn.com/2019/09/27/politics/national-security-officials-trump-ukraine/index.html
'Bernardo an exceptional person' - Guardiola defends Silva after racism allegation,Bernardo Silva is defended by Manchester City boss Pep Guardiola after accusations of racism following a tweet to team-mate Benjamin Mendy.,,2019-09-27T14:36:45Z,https://www.bbc.co.uk/sport/football/49855441
"It looks like Merriam-Webster is trolling the impeachment drama, one word at a time",Some of Merriam-Webster's word of the day selections seem to be tied to the political news of the day.,"Doug Criss, CNN",2019-09-27T16:35:38Z,https://www.cnn.com/2019/09/27/politics/impeachment-words-of-the-day-trnd/index.html
"Nestle, P&G say they will miss 2020 deforestation goals","The world's two largest consumer goods companies, Nestle and Procter & Gamble , told Reuters this week that they will fall short of their goals to only source key ingredients that do not contribute to deforestation by 2020.",Richa Naidu,2019-09-27T16:12:25Z,https://www.reuters.com/article/us-consumer-goods-deforestation-idUSKBN1WC1WC
"In Clashing Accounts, Trump and Rouhani Explain Why U.N. Meeting Fell Through","President Hassan Rouhani of Iran told reporters that President Trump had offered to lift sanctions in order to talk. He declined, he said, “because they were not the kind of optics” Iran wanted.",Farnaz Fassihi and Rick Gladstone,2019-09-27T16:18:45Z,https://www.nytimes.com/2019/09/27/world/middleeast/iran-rouhani-trump-meeting.html
The FDA let the vaping epidemic go too far. Americans deserve better,"All flavored e-cigarettes should be removed immediately as the number of high schoolers who use e-cigarettes soars, writes Robin Koval, CEO and president of Truth Initiative.",Robin Koval for CNN Business Perspectives,2019-09-27T14:41:53Z,https://www.cnn.com/2019/09/27/perspectives/vaping-epidemic-juul-e-cigarettes-fda/index.html
A 19th-Century Home in Brooklyn Gets a 21st-Century Makeover,"For passive-house proponents, an ornate 1889 house in Bed-Stuy presented the ultimate challenge: How do you embrace the future without destroying the past?",Tim Mckeough,2019-09-27T09:10:25Z,https://www.nytimes.com/2019/09/27/realestate/a-19th-century-home-in-brooklyn-gets-a-21st-century-makeover.html
U.S. charges 35 people in massive healthcare fraud take-down involving genetic tests,"U.S. authorities unveiled criminal charges against 35 individuals on Friday, as part of a sweeping crackdown into genetic testing fraud schemes that they said caused federal health insurance programs to lose more than $2.1 billion.",Sarah N. Lynch,2019-09-27T17:05:32Z,https://www.reuters.com/article/us-usa-fraud-genetics-take-down-idUSKBN1WC1ZM
Coleman off to hot start as marathoners set to sizzle,Christian Coleman posted the top time in the men's 100 meters heats in the air-conditioned comfort of Khalifa Stadium at the world championships on Friday but there will be no such relief on Doha's streets as the women prepare for a midnight marathon.,Steve Keating,2019-09-27T17:12:02Z,https://www.reuters.com/article/us-athletics-world-coleman-idUSKBN1WC20I
Military grapples with rising suicide rates,"The Army, Navy and Marine Corps all saw the rate of suicides go up as well as the overall numbers, with only the Air Force showing a decrease, according to data released by the Pentagon",CBS/AP,2019-09-27T10:44:28Z,https://www.cbsnews.com/news/u-s-military-grapples-with-rising-suicide-rates/
"In lung injury outbreak, signs point to majority of patients vaping THC products","Two reports published Friday shed more light on the mysterious, growing outbreak of lung injury cases linked to vaping, highlighting the prevalence of THC-containing products in particular.","Michael Nedelman, CNN",2019-09-27T18:24:07Z,https://www.cnn.com/2019/09/27/health/vaping-lung-injury-cdc-reports-mmwr/index.html
Report: No criminal action in Georgia jail dehydration death,A special investigative grand jury found that no one intentionally or criminally caused the death of a man who died in a Georgia jail from complications of dehydration,The Associated Press,2019-09-27T16:46:43Z,https://abcnews.go.com/US/wireStory/report-criminal-action-georgia-jail-dehydration-death-65906478
The Whistle-Blower’s Guide to Writing,His complaint offers lessons on how to make a point.,Jane Rosenzweig,2019-09-27T10:22:40Z,https://www.nytimes.com/2019/09/27/opinion/whistleblower-complaint.html
Experts warn glacier on Mont Blanc in danger of collapsing,"The Planpincieux, a hanging and temperate glacier that extends for 1,327 sq km, is at risk of falling down Mont Blanc.",Michele Bertelli,2019-09-27T16:46:00Z,http://www.aljazeera.com/news/2019/09/glacier-iconic-mont-blanc-danger-collapse-190927114220523.html
Samsung's Galaxy Watch Active2 proves the second time's a charm,"The smartwatch market suddenly feels crowded, but in a good way. Fitbit's Versa 2 is a straightforward watch that functions as a minimal smartwatch. The Apple Watch does it all, as long as you're an iPhone user. And Samsung's Galaxy Watch line fills the gap t…",Jason Cipriani,2019-09-27T13:02:13Z,https://www.cnn.com/2019/09/27/cnn-underscored/samsung-galaxy-watch-active-2-review/index.html
Propane leak confirmed in explosion that killed firefighter,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-27T16:54:58Z,https://abcnews.go.com/US/wireStory/propane-leak-confirmed-explosion-killed-firefighter-65906844
At least seven killed as migrant boat capsizes off Greece,"Five children and two women dead, and 12 others rescued as boat travelling from Turkey sinks in Aegean Sea.",Al Jazeera,2019-09-27T15:43:56Z,https://www.aljazeera.com/news/2019/09/killed-migrant-boat-capsizes-greece-190927143118745.html
"Facebook experiments with hiding ""like"" counts","The social network is testing a feature that will hide likes, video view counts and other metrics in the news feed",Irina Ivanova,2019-09-27T14:55:01Z,https://www.cbsnews.com/news/facebook-hiding-likes-on-news-feed-posts-in-australia/
European shares finish week lower for first time in six weeks,"A rally in mining shares lifted European markets on Friday, but they still ended the week lower for the first time in six weeks due to persistent concerns about the economy, the ongoing US-China trade dispute and uncertainty over Brexit. Dublin The Iseq index…",The Irish Times,2019-09-27T17:17:50Z,https://www.irishtimes.com/business/markets/european-shares-finish-week-lower-for-first-time-in-six-weeks-1.4032881
Fact-checking Trump's claims about the Bidens in China,"In attacking the Bidens, President Donald Trump has spent the majority of his time focusing on Ukraine, but he's also at times made vague allegations about the Bidens' ties to China. On several occasions, he has intimated that the Bidens have received million…",Tara Subramaniam,2019-09-27T18:01:55Z,https://www.cnn.com/2019/09/27/politics/fact-check-trump-bidens-china/index.html
Sterling has worst weekly slide since August as Brexit uncertainty continues,UK pound ‘very jittery’ as investors attempt to make sense of British politics,Philip Georgiadis,2019-09-27T13:13:15Z,https://www.irishtimes.com/business/economy/sterling-has-worst-weekly-slide-since-august-as-brexit-uncertainty-continues-1.4032535
Disney Cruise Line Celebrates Female Crew Members and Officers,"Yesterday was World Maritime Day, and to celebrate, we’re spotlighting the incredible female Crew Members and Officers onboard our ships. Disney Cruise Line is dedicated to empowering our women at sea for the benefit of all of our Crew Members and the maritim…",Mari Mendez,2019-09-27T19:02:01Z,https://disneyparks.disney.go.com/blog/2019/09/disney-cruise-line-celebrates-female-crew-members-and-officers/
EU ready to act alone on digital tax if no global deal in 2020,"European Union commissioners-designate said the bloc should agree on a digital tax if no deal on the matter was reached at a global level by the end of next year, ramping up pressure on multinationals accused of paying too little.",Francesco Guarascio,2019-09-27T16:48:56Z,https://in.reuters.com/article/eu-economy-gentiloni-idINKBN1WC1Z8
"The company behind the world's first subscription-based electric vehicle says it's so good, it will lead to a 'post-SUV era'","Canoo Canoo has unveiled what it says will be the world's first subscription-only electric vehicle, which is set to be launch by 2021. The vehicle can seat seven people and has an interior that was designed to look more like a living room sofa than actual car…","bchang@businessinsider.com (Brittany Chang), Brittany Chang",2019-09-27T14:48:43Z,https://www.businessinsider.com/canoo-unveiled-worlds-first-subscription-based-electric-vehicle-2019-9
Ken Griffin's Citadel cuts energy team after personal trading violations - Business Insider,"$32 billion Citadel liquidated a portfolio run by a nine-person team after an analyst, along with a data scientist, broke the firm's personal trading rules.",Bradley Saacks,2019-09-27T14:53:50Z,https://www.businessinsider.com/ken-griffins-citadel-cut-team-due-personal-account-trading-violations-2019-9
Japan Airlines seat map to avoid crying babies causes media storm,"Bemused JAL spokeswoman confirms the seat-booking feature, while also pointing out it is not a novel offering.",Al Jazeera,2019-09-27T09:31:36Z,https://www.aljazeera.com/news/2019/09/japan-airlines-seat-map-avoid-crying-babies-media-storm-190927062558375.html
Irish riders denied medal chances by crash in World Championships,"Gallagher and Gillespie left pondering what might have been, particularly as they were so well positioned heading towards the sprint",Shane Stokes,2019-09-27T16:03:36Z,https://www.irishtimes.com/sport/other-sports/irish-riders-denied-medal-chances-by-crash-in-world-championships-1.4032813
15-year-old is latest killed in St. Louis-area gun violence,St. Louis County police are searching for the person who fatally shot a 15-year-old boy who's the latest of more than a dozen child victims killed in area gun violence this year,The Associated Press,2019-09-27T14:48:56Z,https://abcnews.go.com/US/wireStory/15-year-latest-killed-st-louis-area-gun-65902535
Global Slowdown Spreads Across U.S. Economy,Economists lower third-quarter growth estimates after household spending nudged up 0.1% in August,"Sarah Chaney, Paul Kiernan",2019-09-27T12:33:00Z,https://www.wsj.com/articles/u-s-consumer-spending-slowed-sharply-in-august-11569587637?mod=hp_lead_pos6
The best iPhone for every type of person and budget,"For $699, the iPhone 11 is the best choice for most buyers because it has nearly all the same specs as the high-end iPhone 11 Pro models, but it costs $300 to $400 less. The iPhone 11 Pro and 11 Pro Max are also fantastic phones, but they're best for people w…","mgokey@businessinsider.com (Malarie Gokey), Malarie Gokey",2019-09-27T16:55:00Z,https://www.businessinsider.com/best-iphone
