title,description,author,date,link
Did Beyoncé Just Get Upstaged By Hamburger Helper?,Digging deep into a saucy conspiracy theory that we just made up.,Ryan Grenoble,04/01/16,https://www.huffpost.com/entry/beyonce-hamburger-helper-new-album_n_56fee56de4b0a06d5805c747
Newtown Votes To Raze Home Of Sandy Hook Shooter,,The Associated Press,01/22/15,https://www.huffpost.com/entry/adam-lanza-house-tear-down_n_6520200
We Found Festive 4th Of July Shirts For The Whole Family,"No matter how you're celebrating, these 4th of July shirts for kids, men and women will help you celebrate in style.",Danielle Gonzalez,06/29/20,https://www.huffpost.com/entry/4th-of-july-shirts-for-the-whole-family-2020_l_5efa00bcc5b6ca970912ee6b
The Co-Parenting Club,,Galina Nemirovsky,09/13/16,https://www.huffpost.com/entry/the-co-parenting-club_b_11984742
The Thought Of Obama Leaving Is Too Much For This 6-Year-Old,"According to her mom, ""just speaking of him makes her eyes water up.”",Taylor Pittman,01/19/17,https://www.huffpost.com/entry/the-thought-of-obama-leaving-is-too-much-for-this-6-year-old_n_14269156
The Human Right To Water At Standing Rock,"The construction of the pipeline would violate the human right to water, the right of Indigenous peoples to practice their cultural traditions, and several federal statutes.",Marjorie Cohn,11/04/16,https://www.huffpost.com/entry/the-human-right-to-water-at-standing-rock_b_581ccad1e4b0334571e09ac3
How The Wrong Cutting Board Can Sabotage Your Cooking,No joke.,Julie R. Thomson,09/24/15,https://www.huffpost.com/entry/cutting-board-essentials_n_5602b730e4b00310edf952af
Tulpas -- When Thought Takes Form,"The concept of the Tulpa is one that has always fascinated me. It is one of those subjects that, once you start thinking about it, just keeps going and going. As a very basic definition a Tulpa is a conjured being or object which is created through sheer spiritual or mental discipline alone.",Allan Lennon,07/23/15,https://www.huffpost.com/entry/tulpas-when-thought-takes_b_7852742
The New York Center for Children,"The child-friendly space with toys, a playroom and hand-painted mural has extra curricular activities and tutoring. The New York Center for Children is privately funded and this benefit aids the journey for our children to be nurtured back to health.",Yvonna Russell,04/22/15,https://www.huffpost.com/entry/the-new-york-center-for-children_b_7102914
5 Naughty Words We Should All Use More Often,Most of us were taught as children not to say certain words. But some of those words are really powerful and we need to take back that power.,Janet Eve Josselyn,05/23/15,https://www.huffpost.com/entry/naughty-words_b_7298702
How To Prepare Your Dog For Your Return To The Office,Is your pandemic pup showing signs of separation anxiety? We have expert-backed tips to help your pet cope when you go back to work.,Kelsey Borresen,05/21/21,https://www.huffpost.com/entry/how-to-prepare-dogs-return-to-office_l_60a2fedae4b03e1dd38d656c
"Mark Gastineau Says He Has Dementia, Alzheimer's And Parkinson's","The 60-year-old NFL great insists, ""I don't want to give up.""",Ron Dicker,01/20/17,https://www.huffpost.com/entry/mark-gastineau-says-he-has-alzheimers-dementia-and-parkinsons_n_58820a47e4b0e3a735686af7
How To Deal With Stigmatizing Remarks About Mental Illness In The News,"Mental health issues are (inaccurately) blamed for mass shootings far too often, and that hurts people who live with them.",Lindsay Holmes,11/06/17,https://www.huffpost.com/entry/mental-illness-stigma-remarks_n_5a007397e4b04cdbeb34e778
Believing in Afghanistan,"Last week I went to a new restaurant. On my way home, I stopped and got some fresh French baked goods. Later the same day, I got an email about a brand new international standard salon that I should check out.",Mina Sharif,05/06/15,https://www.huffpost.com/entry/believing-in-afghanistan_b_7212720
"On Kawara, A Painting A Day",,Priscilla Frank,02/09/15,https://www.huffpost.com/entry/a-painting-a-day-_n_6645982
Say Hello To The Creepy Trailer For 'Silence Of The Lambs' Sequel Series 'Clarice',"The new CBS show follows FBI agent Clarice Starling after her harrowing encounter with Hannibal Lecter in ""Silence of the Lambs.""",Cole Delbyck,01/11/21,https://www.huffpost.com/entry/trailer-silence-of-the-lambs-sequel-clarice_n_5ffc99acc5b6c77d85e9037f
"Ethereum's Amazing Day Is Somehow A ""Painful Lesson""?",,David Seaman,07/22/16,https://www.huffpost.com/entry/ethereums-amazing-day-is_b_11139316
Miley Cyrus' 'Hannah Montana'-Style Wig Is The Best Of Both Worlds,Livin' two lives is a little weird.,Cole Delbyck,03/13/16,https://www.huffpost.com/entry/miley-cyrus-hannah-montana-wig_n_56e5a9dde4b0b25c91824140
PlayStation May Soon Transform Gaming For People With Disabilities,Features leaked from what appears to be an upcoming PS4 update include accessibility options for gamers with disabilities.,Damon Beres,03/11/15,https://www.huffpost.com/entry/playstation-4-accessibility-update_n_6842544
American Terrorist,"Yet, in the wake of five protestors being shot while peacefully protesting the death of Jamar Clark near the Fourth Precinct police station in Minneapolis, it is once again revealed that the most longstanding and deadly terrorist groups in America have always operated under the banner of white supremacy.",Michael W. Waters,11/25/15,https://www.huffpost.com/entry/american-terrorist_b_8641944
"If I Ask for a Favor, Will You Buy?","You probably think that retailers should do <em>you</em> a favor.  Now it turns out that it may be the other way around. In case you're saying ""Huh,"" here's the explanation.",Greg J. Stone,05/04/16,https://www.huffpost.com/entry/if-i-ask-for-a-favor-will_b_9831266
The Robots are Coming: How a Caring Economy Is the Best App for a Shrinking Job Market,"The tech and automation job-quake is finally gaining attention, with predictions that nearly half of American jobs will be lost within a couple of decades. Yet too many leaders still avert their eyes, making decisions through a rear-view mirror rather than planning for a horizon already upon us.",Riane Eisler,05/22/15,https://www.huffpost.com/entry/the-robots-are-coming-how_b_7348238
The Advice Every Couple In A Sexless Marriage Needs To Hear,"And the tip is ""as basic as it is brilliant.""",Brittany Wong,10/24/16,https://www.huffpost.com/entry/the-video-every-couple-in-a-sexless-marriage-needs-to-watch_n_580e5d14e4b02444efa4aec3
Sunrise Movement Getting ‘More And More Angry’ At Biden Over Lack Of Climate Progress,"In a letter shared with HuffPost, the youth-led climate group called Biden's attempt to negotiate with the GOP on infrastructure a “dead end mission.”",Philip Lewis,06/17/21,https://www.huffpost.com/entry/sunrise-movement-meeting-joe-biden-climate_n_60cbb71de4b0876cc93b95a8
George Clinton Remembers His Worst Drug Trip,"He described an experience with angel dust as ""sad and morbid.""",Rahel Gebreyes,11/25/15,https://www.huffpost.com/entry/george-clinton-worst-drug_n_56561085e4b08e945feae1b0
How The Fight For $15 Could Affect Your Kids,Child care workers say low pay undermines the quality of the care they provide.,Daniel Marans,11/11/15,https://www.huffpost.com/entry/child-care-fight-for-15_n_8535336
The Year Women Found Their Rage,"Sometimes angry women with everything to lose, win.",Emma Gray,11/08/17,https://www.huffpost.com/entry/the-year-women-found-their-rage_n_18506744
Why We Released the Audio of Trump's Private Fundraiser,The public deserved to hear it.,Richard (RJ) Eskow,07/06/17,https://www.huffpost.com/entry/why-we-released-the-audio-of-trumps-private-fundraiser_b_6110b733e4b0ed63e655d95d
17 Babies Born To Deputies In Missouri Sheriff's Department This Year,A joke has been going around the Jefferson County Sheriff's Department that the influx of new babies is due to a recent raise in deputies' salaries.,AP,11/05/19,https://www.huffpost.com/entry/jefferson-county-sheriffs-17-babies_l_5dc1f76be4b0b0861f90150a
Encouraging News from Monitoring the Future,,Nora Volkow,12/16/15,https://www.huffpost.com/entry/encouraging-news-from-mon_b_8817804
A Quick Recall On The Top Hiring Trends In 2016,,Elizabeth Laiza King,01/18/17,https://www.huffpost.com/entry/a-quick-recall-on-the-top_2_b_14218754
Tent Courtrooms Open To Process Migrants Waiting In Mexico,Thousands of migrants are being forced by the Trump administration to wait in Mexico while their requests for asylum wind through clogged immigration courts.,AP,09/17/19,https://www.huffpost.com/entry/tent-courtrooms-migrants-mexico-border-cities_n_5d804b06e4b077dcbd633c03
Do You Have Metabol-Envy?,,Lauren Slayton,01/31/15,https://www.huffpost.com/entry/do-you-have-metabolenvy_b_6579778
How She Does It: The Making of Sophie Gamand's <i>Flower Power</i> Series,Hundreds upon hundreds of synthetic flower petal crowns travel with Gamand on her shelter trips to ensure she finds the right look for each dog.,This Dog's Life,06/12/15,https://www.huffpost.com/entry/how-she-does-it-the-making-of-sophie-gamands-flower-power-series_b_7566442
Uber To Partner With Shopify For Same-Day Deliveries,"People in New York City, Los Angeles and San Francisco will be able to take advantage of the service starting Wednesday.",Reuters,10/14/15,https://www.huffpost.com/entry/uber-to-partner-with-shopify-for-same-day-deliveries_n_8293290
Melania Trump Will Be The First Catholic To Live At The White House Since JFK,"The first lady is a practicing Catholic, her spokeswoman confirmed.",Cavan Sieczkowski,05/25/17,https://www.huffpost.com/entry/melania-trump-catholic-white-house_n_59270d0ce4b0265790f5f76f
Veterans Succeed with Formal Education,,Dwayne D. Paro,02/15/17,https://www.huffpost.com/entry/veterans-succeed-with-for_b_14570534
"Instead Of Fostering Party Unity, Trump Has Attacked 20 Percent Of GOP Senators",President Donald Trump has already attacked one in five of the senators in his own party.,HuffPost Video,10/26/17,https://www.huffpost.com/entry/trump-cant-stop-undermining-his-own-party_n_59f12cc0e4b0262e894c5bba
Riz Ahmed's Emmy Is A Win For South Asian Representation On TV,"Ahmed credited South Asian Youth Action and The Innocence Project for helping him to prepare for his Emmy-winning role on ""The Night Of.""",Jillian Capewell,09/18/17,https://www.huffpost.com/entry/riz-ahmed-emmys_n_59b18100e4b0354e4410315d
North Miami Beach Condo Residents Ordered To Evacuate Due To Safety Concerns,An audit prompted by the collapse of Champlain Towers South in nearby Surfside found the 156-unit Crestview Towers structurally unsafe.,AP,07/02/21,https://www.huffpost.com/entry/miami-condo-evacuated-crestview-towers_n_60df9560e4b06fb1a6eaec25
Trump Does Racist 'Tomahawk Chop' Gesture At World Series,The former president joined in the degrading cheer for the Atlanta Braves.,Mary Papenfuss,10/31/21,https://www.huffpost.com/entry/donald-melania-trump-world-series-tomahawk-chop_n_617deb2ce4b066de4f70d02d
Obama Responds To Girl Who Cried Because He Won't Be President Forever,He said he's not going anywhere.,Sam Levine,02/20/16,https://www.huffpost.com/entry/obama-responds-to-girl-crying_n_56c8e3ade4b0928f5a6c2a9a
To Be or Not to Be? That Is The Question,"Always remember, if it's <em>not to be</em>, it'll be accompanied by a gut feeling that is supportive. Equally, if it's<em> to be,</em> listen to your intuition, as it usually knows more than we think.  Also, endeavor to not over-think, it'll just distract you and aggravate the situation.",Malcolm Levene,09/01/15,https://www.huffpost.com/entry/to-be-or-not-to-be-that-is-the-question_b_8070830
Khloe Kardashian Sends Heartfelt Shoutout To Brother Rob,"""My one and only!""",Julia Brucculieri,12/15/15,https://www.huffpost.com/entry/khloe-kardashian-shoutout-rob-kardashian_n_8811912
Ted Cruz Channels His Inner John Edwards,,Sam Stein,03/10/15,https://www.huffpost.com/entry/ted-cruz-two-americas_n_6840862
International Trade: The New Frontier for Hispanic Business,"America is home to more than 53 million Hispanics, and we play a critical role in supporting our nation's economy and way of life. To ensure the continued prosperity of our families and businesses, we must explore new frontiers for growth. One of those frontiers is the administration's bipartisan trade agenda.",Javier Palomarez,03/06/15,https://www.huffpost.com/entry/international-trade-the-n_b_6811864
Jennifer Aniston Jokes About Salary At People's Choice Awards,"The ""Friends"" alum was on the money in accepting her People's Icon Award.",Ron Dicker,11/11/19,https://www.huffpost.com/entry/jennifer-aniston-peoples-choice-awards_n_5dc93726e4b02bf5794304ce
Evangelical Subculture Versus Evangelical Faith,"As everyone, including most evangelicals, recognizes, U.S. evangelical subculture has some problems. Although its traditional populism is in some ways one of its strengths, in the matter at hand, it is more of a weakness.",Craig Keener,02/25/16,https://www.huffpost.com/entry/evangelical-subculture-ve_b_9295550
"Texas v. US: After Scalia's Passing, Obama's Immigration Order","I recently interviewed Harry DeMell, an immigration lawyer since 1977 and a member of the American Immigration Lawyers Association, about the current immigration crisis.",Andrew Schupak,02/24/16,https://www.huffpost.com/entry/texas-v-us-after-scalias_b_9308084
Was Bill Russell Really Traded for the Ice Capades?,"Why didn't the Rochester Royals draft Bill Russell? There is a legendary story explaining why they passed on Russell. The ""Bill Russell was traded for the Ice Capades"" story is now part of basketball lore. But is it true?",Brian Cronin,06/23/15,https://www.huffpost.com/entry/was-bill-russell-really-t_b_7643580
These Recipes Will Make You Love Carrots Again,Seriously.,Julie R. Thomson,11/17/15,https://www.huffpost.com/entry/carrot-recipes_n_8580898
WATCH: Toddler Allegedly 'Pulled' To The Ground By Strange Force,,Simon McCormack,02/27/15,https://www.huffpost.com/entry/toddler-pulled-down-strange-force_n_6769132
Choosing Grace on the Way to School,"Tomorrow morning I will slow down, back down, and remember that we are all battling something when we wake up each day.",Lindley Pless,02/26/15,https://www.huffpost.com/entry/choosing-grace-on-the-way-to-school_b_6761338
'CBS This Morning' Refuses To Let Donald Trump Phone In,"Yet NBC, MSNBC, ABC, and Fox News do.",Michael Calderone,03/08/16,https://www.huffpost.com/entry/cbs-this-morning-donald-trump_n_6110ccc2e4b0ed63e657a500
René Pérez Addresses Puerto Rico Issues and Calls For Release of Oscar Lopez Rivera At Bernie Sanders Rally,,Tanisha Love Ramirez,04/01/16,https://www.huffpost.com/entry/renÃ©-pÃ©rez-addresses-puerto-rico-issues-and-calls-for-release-of-oscar-lopez-rivera-at-bernie-sanders-rally_n_56fe834ae4b0a06d58057412
Emerging From the Crowd,"With so many people floating through life, a person with a strong sense of identity will emerge from the crowd. This is not a forced act, but a natural and organic evolution.",Benjamin P. Hardy,08/21/15,https://www.huffpost.com/entry/emerging-from-the-crowd_b_8021264
What Happened To Jason Chaffetz's Backbone?,The House Oversight Chairman's former convictions are nowhere to be found.,Jason Linkins,02/14/17,https://www.huffpost.com/entry/jason-chaffetz-trump_n_58a36191e4b03df370daf09d
All The Amazing Looks From The CFDA Awards Red Carpet,,Michelle Persad,06/01/15,https://www.huffpost.com/entry/cfda-awards-2015-red-carpet_n_7455380
Here Are The Locals' Tips For What To Eat And Drink In Rio,"From iced mate and Biscoito Globo on the beach to codfish fritters and cocktails in downtown bars, Rio’s cuisine is worth exploring.",HuffPost Brazil,08/17/16,https://www.huffpost.com/entry/here-are-the-locals-tips-for-what-to-eat-and-drink-in-rio_n_11572754
6 Must-Watch Makeup Tutorials For Asian Eyes,Accentuate your facial features with these brilliant beauty tips.,Dana Oliver,03/22/16,https://www.huffpost.com/entry/makeup-for-asian-eyes-youtube-tutorials_n_56eff3e8e4b09bf44a9dc990
Americans Aren't Worried About The Safety Of Train Travel,,Ariel Edwards-Levy,05/18/15,https://www.huffpost.com/entry/train-safety-poll_n_7309000
How an Indy 500 Driver Embraced Crowdfunding To Help Make Millions of Lives Better,"Usually when feel-good stories come out of motorsports it's because a driver did something completely unexpected behind the wheel, or beat the odds to score an underdog victory. This story is different. But, mostly because there is more than one winner in this race.",Matthew Knell,05/07/15,https://www.huffpost.com/entry/trading-helmets-for-hasht_b_7223938
"RIP Dandy Dan Daniel of WMCA, a Five-Star DJ and More Than Just a Good Guy",,David Hinckley ,06/24/16,https://www.huffpost.com/entry/rip-dandy-dan-daniel-of-w_b_10646888
Police Shoot & Kill Black Man In Walmart Parking Lot,A black man who is believed to be unarmed was killed by cops in a Walmart parking lot.,HuffPost Video,04/18/18,https://www.huffpost.com/entry/police-shoot-kill-black-man-in-walmart-parking-lot_n_5aeef847e4b0c99c0760f78a
Republicans Self-Quarantine,"After being dismissive of the public health threat, Republicans are learning the hard way that the coronavirus isn’t partisan.",HuffPost Video,03/09/20,https://www.huffpost.com/entry/republicans-self-quarantine_n_5e664c62e4b080bde9f0f583
40 Years After the Vietnam War,"As this once war-ridden country rushes towards the future, Vietnamese-Americans like me are coming back with a desire to contribute to the nation building, through the lens of our American education, upbringing and culture.","David Duong, MD, MPH",04/28/15,https://www.huffpost.com/entry/40-years-after-the-vietna_b_7162546
What It Feels Like When You And Your 2-Year-Old Both Have To Wear Diapers,Parenting a small child isn't easy. Ulcerative colitis makes it even harder.,Cedar Burnett,02/08/20,https://www.huffpost.com/entry/wearing-adult-diapers-ulcerative-colitis_n_5e29ef80c5b6d6767fd0d50e
"No, Food Stamp Users Aren’t Buying ‘Lots’ Of Soda","Contrary to a recent New York Times story, there isn't any evidence that SNAP users buy more soft drinks than anyone else.",Joseph Erbentraut,01/18/17,https://www.huffpost.com/entry/food-stamps-soda-purchases_n_587e757be4b0cf0ae88068fe
Olivia Wilde And Baby Otis Have The Cutest Party Ever,,Cavan Sieczkowski,04/01/15,https://www.huffpost.com/entry/olivie-wilde-baby-party_n_6987658
"Ben-Hur - Spectacular, Action-Packed Version, Best Suited for Older Teens and Adults",,KIDS FIRST! ,08/24/16,https://www.huffpost.com/entry/ben-hur---spectacular-act_b_11671466
Nia Long On 'Love Jones' Days: 'We Have Not Seen A Film Like This Since',It's been 20 years since we've seen that Darius and Nina kind of love.,Zahara Hill,06/21/17,https://www.huffpost.com/entry/nia-long-on-love-jones-days-we-have-not-seen-a-film-like-this-since_n_594a8cc9e4b0a3a837bc1dba
The GOP on the Eve of Destruction,"With just a few weeks until they adjourn for the holidays, Republicans in the US Congress will try to cram in as much pettiness and vituperation as they can before heading back to their states and districts, no doubt to lead the home front in the fight against ""the war on Christmas"" launched this time every year by Fox News and its shock troops on talk radio. Take a look at some of their plans, including the riders congressional Republicans are contemplating for inclusion in the omnibus spending bill that must be passed by December 11. The whole mess is a Bad Santa's list of loopholes benefiting High Finance, tax cuts for the rich, and budget cuts for everyone else, even as they drive the nation deeper into debt and disrepair.",,12/04/15,https://www.huffpost.com/entry/the-gop-on-the-eve-of-des_b_8711502
Is Trophy Hunting Really Trophy Murder? Intentions and Words Should Matter,"If legal systems change and recognize the fact that animals can be murdered, we can expect that crimes that count as murder will be punished accordingly, other than by shame. And, perhaps, someday I'll be able to tell some inquisitive ""annoying"" kid that animals can indeed be murdered.",Marc Bekoff,10/19/15,https://www.huffpost.com/entry/is-trophy-hunting-really-_b_8325054
Russia and North Korea Play Nice: Vladimir Putin's Ukrainian Dance With Kim Jong-un,Russia and North Korea make up the latest international odd couple. President Vladimir Putin reached out to one of the poorest and least predictable states on earth. So far the new Moscow-Pyongyang axis matters little.,Doug Bandow,03/24/15,https://www.huffpost.com/entry/russia-and-north-korea-pl_b_6934976
Celebrate Christmas The Jewish Way With Chinese Takeout Noodles,Mariah Carey was wrong. All I want for Christmas is Chinese food.,Jake Cohen,12/24/18,https://www.huffpost.com/entry/christmas-jewish-takeout-noodles_n_5c17d61ce4b0b1ea387f315e
"Cara Delevingne And Ashley Benson Are Over, But Their Epic Fashion Moment Is Forever",We'll always have Milan Fashion Week.,Jamie Feldman,05/08/20,https://www.huffpost.com/entry/cara-delevingne-ashley-benson-fashion_l_5eb44b3ac5b6526942a3c265
Stress - The Final Frontier,,Anna Anderson,12/13/16,https://www.huffpost.com/entry/stress-the-final-frontier_b_13559696
Welcome To Your Best (Work) Day Ever,, ,02/26/15,https://www.huffpost.com/entry/best-time-to-do-things_n_6653288
10 Tips For Handling Stress,"Depression causes people to isolate themselves, and isolation leads to further decline in mood.  Getting around other people can help break the cycle. If you're not able to get out by yourself, ask for help from a friend, family member, or neighbor.  Join a community center.  Take a class.",Dr. Mara Karpel,06/28/15,https://www.huffpost.com/entry/how-to-handle-stress_b_7633596
Subway Commuters Unite For Heartwarming Sing-Along,,Jade Walker,07/24/15,https://www.huffpost.com/entry/subway-commuters-sing-along_n_55b1df99e4b0a13f9d181e57
Charles Koch Admits Climate Change is Real,"Last week's USA Today interview with Charles Koch noted his shifting opinion on what he calls climate change ""hysteria.",Connor Gibson,04/29/15,https://www.huffpost.com/entry/charles-koch-admits-clima_b_7153084
Lil Nas X's 'Old Town Road' Is Song Of The Year At 2019 MTV VMAs,"The 20-year-old, who was nominated for a total of nine awards on Monday night, brought a massive scroll with his ""speech"" on it to the stage.",Jenna Amatulli,08/27/19,https://www.huffpost.com/entry/lil-nas-x-old-town-road-remix-billy-ray-cyrus-vmas_n_5d5eee4ae4b02cc97c8ab85f
Someone Turned Draymond Green Blocking LeBron James Into Beautiful Emoji Art,Welcome to the future of sports media.,Lucy McCalmont,08/21/15,https://www.huffpost.com/entry/draymond-green-emoji-lebron-james_n_55d71cc1e4b020c386de48e1
Artistic Liscense,"It seems to me, that people should really take a few of these media classes that we've been taking here, online (before you get here), so that when you get to Edinburgh, you'd know what you were doing.",Sandy Thomas,08/13/15,https://www.huffpost.com/entry/artistic-liscense_b_7985102
Jessica Simpson's Daughter Is Her Adorable Mini-Me,Twins!?!?,Lily Karlin,02/13/16,https://www.huffpost.com/entry/jessica-simpson-daughter-mini-me_n_56bf704be4b0c3c550519bc9
No One Wins In A Debate With An Abusive Bully,The case for ending the presidential debates now.,Melissa Jeltsen,09/30/20,https://www.huffpost.com/entry/no-one-wins-in-a-debate-with-an-abusive-bully_n_5f74984fc5b6d698bb26d51c
Republicans Don't Want To Talk About Trump Unless They're On The Campaign Trail,GOP politicians are relying on Donald Trump — who attempted to overthrow an election he lost — to energize voters ahead of the 2022 midterm elections.,Igor Bobic,10/20/21,https://www.huffpost.com/entry/donald-trump-election-2022_n_616f38b3e4b093143203c14e
Supreme Court Seems To Be On The Verge Of Ruling In Favor Of Marriage Equality,,Reuters,04/26/15,https://www.huffpost.com/entry/supreme-court-gay-marriage_n_7145998
Here's How Long It Takes To Ride Every NYC Subway Stop,One man just took the ultimate ride in record time.,Suzy Strutner,07/25/16,https://www.huffpost.com/entry/ride-every-nyc-subway-stop_n_57960606e4b01180b52f7452
Integration Is the Open Secret to Deradicalization,"The rise of violent extremism is only at the early stages, and if the West wants to stem the flow of volunteers to these ruthless groups, Western countries should make a concerted effort to engage and understand the nuances of their Muslim communities, especially the families from which these volunteers are coming.",Alon Ben-Meir,04/28/15,https://www.huffpost.com/entry/integration-is-the-open-s_b_7162544
This Might Be The Best Decade Of Your Life To Get Fit And Healthy,Move now or forever hold your peace.,Yagana Shah,06/17/16,https://www.huffpost.com/entry/this-might-be-the-best-decade-of-your-life-to-get-fit-and-healthy_n_10533356
Trump's Whole Approach To Health Care Boiled Down To One Tweet,"It was never about fixing Obamacare, it was about deleting it.",Jesse Mechanic,09/21/17,https://www.huffpost.com/entry/trumps-whole-approach-to-health-care-boiled-down-to_b_59c3c5cce4b0c87def8835b0
Search Underway After 911 Caller Says He’s Trapped In Truck With 80 Migrants,People are heard screaming for help and saying they're running out of air in disturbing 911 calls received by authorities in Texas earlier this week.,Nina Golgowski,02/11/21,https://www.huffpost.com/entry/san-antonio-tanker-truck-migrants-trapped_n_60252cddc5b6ddb358162ad7
Missing Mom Case Eerily Similar To Aunt's 1979 Disappearance,,David Lohr,07/14/15,https://www.huffpost.com/entry/crystal-rogers-missing_n_7795168
"Hold the Fire and Fury, There Are No Realistic Military Solutions to North Korea",,Geoff Wilson,08/09/17,https://www.huffpost.com/entry/hold-the-fire-and-fury-there-are-no-realistic-military_b_598b2bc4e4b08a4c247f2736
"The Antidote To Now, Woody Allen's <i>Cafe Society</i>","Mr. Allen's story telling is so well plotted that you seem to fly along with the characters' lives and that even when bad things happen, it doesn't feel so bad.",nancy cohen-koan,07/13/16,https://www.huffpost.com/entry/the-antidote-to-now-woody_b_10935088
Drake Says Grammys 'May No Longer Matter' After The Weeknd's Glaring Snub,"""I think we should stop allowing ourselves to be shocked,"" the ""Worst Behavior"" artist said.",Carly Ledbetter,11/27/20,https://www.huffpost.com/entry/drake-grammys-no-longer-matter-the-weeknd_n_5fc0ff1bc5b66bb88c664b05
"Alopecia Shouldn't Be A Punchline, But It Should Get More Attention",People are talking about the condition after an Oscars ceremony joke about Jada Pinkett Smith's hair. Here's what everyone should keep in mind.,Catherine Pearson,03/28/22,https://www.huffpost.com/entry/what-to-know-alopecia_l_6241b899e4b0ab00739d3b23
Could There Be Cities Just For Anti-Gay People In Our Future?,Bye Felicia.,Cavan Sieczkowski,09/11/15,https://www.huffpost.com/entry/anti-gay-cities-linda-harvey_n_55f2fdd0e4b077ca094eccf4
Judge Fighting Family Detention Has Personal Connection To Immigration,U.S. District Court Judge Dolly Gee has built a track record as a defender of immigrants.,Roque Planas,08/25/15,https://www.huffpost.com/entry/judge-dolly-gee_n_8034866
Odell Beckham Jr. Responds To Lena Dunham Debacle Like A True Gentleman,"""I never want any problems with anybody in this world.”",Cole Delbyck,09/07/16,https://www.huffpost.com/entry/odell-beckham-jr-responds-to-lena-dunham-debacle-like-a-pure-gentleman_n_57d0535ae4b0a48094a719b8
Kim Kardashian Worked Really Hard During This Barbie-Themed Shoot,"Life in plastic, it's fantastic.",Julia Brucculieri,01/12/16,https://www.huffpost.com/entry/kim-kardashian-barbie-photo-shoot_n_56953fc7e4b05b3245da950c
Trump Signs Order To Ban TikTok Transactions,President Donald Trump signed an executive order to ban U.S. transactions with TikTok owner ByteDance unless a deal is made with an American company.,HuffPost Video,08/07/20,https://www.huffpost.com/entry/trump-signs-order-to-ban-tiktok-transactions_n_5f2d7f71e4b0ef5028983182
Do Not Accidentally Vote For Donald Trump,"Trying for a ""perfect"" candidate can be a disaster; we may end up with someone diametrically opposed to our values.",Don C. Reed,09/21/16,https://www.huffpost.com/entry/do-not-accidentally-vote-_b_12116344
Joe Arpaio's Legal Battles Have Cost Taxpayers $100 Million,The former Maricopa County sheriff has faced thousands of lawsuits over controversies such as jail deaths and immigration raids.,AP,10/29/21,https://www.huffpost.com/entry/joe-arpaio-lawsuits-legal-fees_n_617c12c3e4b03072d703ee48
Basically The Entire Health Care System Hates The New Obamacare Repeal Bill,"Groups representing doctors, hospitals, nursing homes, insurance companies and more are lined up against the GOP bill.",Jeffrey Young,09/21/17,https://www.huffpost.com/entry/health-care-system-hates-new-obamacare-repeal-bill_n_18054918
Will Pope Francis Dump The Just War Doctrine?,,Peter Andrew Hart,04/21/16,https://www.huffpost.com/entry/pope-francis-war_n_9744906
The Best Nook In Your House,Everything is in its place in these beautiful pantries from the AD archives.,Architectural Digest,11/11/15,https://www.huffpost.com/entry/how-to-create-a-seriously_b_8537808
Tim Tebow Jumping Memes Are Now An Essential Part Of Your Day,"Way to soar above it all, Tim.",Ron Dicker,08/31/16,https://www.huffpost.com/entry/tim-tebow-jumping-memes-are-now-an-essential-part-of-your-day_n_11795084
"Iranians Are Stopped At Borders All Over The Country, Not Just In One State","“When you’re held at the border, you don’t see a lot of other people with blue eyes and blond hair who were also stopped,” said one Iranian American woman.",Rowaida Abdelaziz,01/22/20,https://www.huffpost.com/entry/iranians-border-stops-everywhere_n_5e2892f2c5b67d8874abab79
Alton Sterling's Children Sue Police Department Over Father's Killing,"The suit says ""negligent and unreasonable fatal actions"" by police led to the 2016 shooting.",David Lohr,06/28/17,https://www.huffpost.com/entry/alton-sterling-children-wrongful-death-lawsuit_n_5953d376e4b0da2c73206333
Sylvester Stallone Got Sucker Punched,"I really didn't think I'd be this upset when Sylvester Stallone got snubbed at the 88th Annual Academy Awards this past Sunday, but I am.  The Oscars were such a mess of acting mediocrity; why not give him the Best Supporting Actor award?",David Juskow,03/01/16,https://www.huffpost.com/entry/sylvester-stallone-got-sucker_b_9352192
No More 161-2 Basketball Scores. High School Sports Should Have Mercy Rules,Running up the score can have different effects on members of the losing team for young players. Some might feel totally embarrassed and dejected and decide to quit the team or the sport altogether.,Larry Atkins,02/02/15,https://www.huffpost.com/entry/no-more-161-2-basketball_b_6594608
A Moral Duty To Abort,,Renate Lindeman,09/21/17,https://www.huffpost.com/entry/a-moral-duty-to-abort_b_59c3a01ae4b0ffc2dedb5b3c
Target's Next Designer Collaboration Is Going To Be MAJOR,,Refinery29,10/27/16,https://www.huffpost.com/entry/targets-next-designer-collaboration-is-going-to-be_b_58110d39e4b08301d33e04a0
Malala Shuts Down Donald Trump In The Most Elegant Way Possible,"""The more you speak about Islam and against all Muslims, the more terrorists we create.""",Ed Mazza,12/16/15,https://www.huffpost.com/entry/malala-donald-trump_n_8815634
Audio: 'Bro with no ho' and 4 Other Sen. Mark Kirk Blunders,"Though his ""bro with no ho"" comment is the most recent uncomfortable remark made by Republican U.S. Sen. Mark Kirk from Illinois, the lawmaker is no stranger to political gaffes.",Reboot Illinois,06/14/15,https://www.huffpost.com/entry/audio-bro-with-no-ho-and_b_7570822
